TIME_STAMP,cumRebuffer,Bitrate,VideoBuffer,qoe,avg_qoe,duration,start_time,end_time,Lat,Lon,5G_Time,Wlength,ho
8/8/22 1:40,1.105,72.64705882,3.268517647,7579.7,89.17294118,168,8/8/22 1:40,8/8/22 1:43,34.05846,-118.237511,0.993975904,TRUE,1
8/8/22 20:10,2.823,61.79775281,3.018674157,4053.6,45.54606742,179,8/8/22 20:10,8/8/22 20:13,34.506516,-117.55368,0,FALSE,2
8/8/22 23:02,73.567,30.78571429,2.070114286,-7535.1,-107.6442857,212,8/8/22 23:02,8/8/22 23:05,34.506516,-117.55368,0,FALSE,2
8/9/22 0:26,39.27,44.49438202,2.485865169,-2931.4,-32.93707865,219,8/9/22 0:26,8/9/22 0:30,34.506516,-117.55368,0,FALSE,2
8/9/22 2:27,29.415,34.75806452,2.166741935,-3556.1,-57.35645161,152,8/9/22 2:27,8/9/22 2:30,35.207542,-116.116348,0,FALSE,1
8/9/22 3:08,83.618,33.28571429,2.1769,-8425.2,-120.36,226,8/9/22 3:08,8/9/22 3:11,35.470051,-115.506271,0,FALSE,2
8/9/22 17:44,17.734,37.22222222,2.288955556,-2707.9,-30.08777778,199,8/9/22 17:44,8/9/22 17:47,36.113392,-115.17321,0,TRUE,0
8/9/22 22:34,3.275,69,3.201128571,5283.2,75.47428571,143,8/9/22 22:34,8/9/22 22:36,36.548046,-114.701889,0.101654846,FALSE,11
8/9/22 22:37,5.784,57.63157895,2.879578947,1442.4,37.95789474,79,8/9/22 22:37,8/9/22 22:38,36.548046,-114.701889,0.101654846,FALSE,11
8/9/22 23:10,3.625,48.17073171,2.609609756,-562.2,-13.71219512,83,8/9/22 23:10,8/9/22 23:11,36.548046,-114.701889,0.101654846,FALSE,11
8/9/22 23:12,10.92,34.09090909,2.254727273,-1316.1,-29.91136364,97,8/9/22 23:12,8/9/22 23:14,36.572521,-114.667137,0,FALSE,0
8/10/22 1:22,1.208,70.15957447,3.222553191,7060,75.10638298,188,8/10/22 1:22,8/10/22 1:25,39.726002,-111.821281,0,FALSE,13
8/10/22 3:32,46.802,35.16483516,2.257813187,-4774.6,-52.46813187,229,8/10/22 3:32,8/10/22 3:36,39.726002,-111.821281,0,FALSE,13
8/10/22 3:58,16.091,48.81818182,2.653972727,6.3,0.057272727,234,8/10/22 3:58,8/10/22 4:02,40.203724,-111.655548,0.975532418,FALSE,31
8/10/22 4:22,24.132,61.57608696,2.979608696,2880.4,31.30869565,206,8/10/22 4:22,8/10/22 4:25,40.203724,-111.655548,0.975532418,FALSE,31
8/10/22 21:14,43.03,38.02197802,2.289197802,-4072.3,-44.75054945,231,8/10/22 21:14,8/10/22 21:18,40.729591,-111.761559,0,FALSE,2
8/10/22 21:35,25.026,60.35460993,2.945070922,4917.9,34.8787234,306,8/10/22 21:35,8/10/22 21:40,40.809475,-111.404839,0,FALSE,18
8/10/22 21:57,110.759,15.75757576,1.522878788,-11265.2,-170.6848485,245,8/10/22 21:57,8/10/22 22:01,41.113037,-111.199051,0,FALSE,3
8/10/22 23:01,92.463,22.3125,1.844475,-9470.5,-118.38125,253,8/10/22 23:01,8/10/22 23:05,41.542351,-109.709328,0,FALSE,6
8/10/22 23:58,76.483,6.296296296,1.251407407,-7216.5,-133.6388889,186,8/10/22 23:58,8/11/22 0:01,41.644478,-109.024384,0,FALSE,0
8/11/22 0:20,22.885,30,2.019382022,-3678.1,-41.32696629,200,8/11/22 0:20,8/11/22 0:23,41.644249,-108.559906,0,FALSE,0
8/11/22 0:56,130.385,5.625,1.0801875,-12586.1,-393.315625,209,8/11/22 0:56,8/11/22 0:59,41.746971,-107.59079,0,FALSE,1
8/11/22 2:48,117.523,38.18181818,2.229340909,-8195.1,-186.2522727,204,8/11/22 2:48,8/11/22 2:51,41.361771,-105.771553,0,FALSE,3
8/11/22 3:47,142.419,18.10606061,1.660333333,-14546.3,-220.3984848,278,8/11/22 3:47,8/11/22 3:51,41.062057,-105.475876,0,FALSE,9
8/11/22 4:21,2.466,7.5,1.46,10,5,7,8/11/22 4:21,8/11/22 4:21,40.690498,-105.175537,0,FALSE,0
8/11/22 5:05,2.368,63.8,3.059096,7124.7,56.9976,250,8/11/22 5:05,8/11/22 5:09,40.27039,-104.980362,0,TRUE,11
8/11/22 5:41,1.255,67.36842105,3.171631579,5939.9,62.52526316,189,8/11/22 5:41,8/11/22 5:45,39.725731,-105.053291,0,TRUE,6
8/11/22 19:29,1.105,73.13829787,3.331702128,8694.8,92.49787234,189,8/11/22 19:29,8/11/22 19:32,39.744362,-105.009392,1,TRUE,2
8/11/22 19:54,0.151,7.5,3.003,-0.1,-0.05,2,8/11/22 19:54,8/11/22 19:54,39.744362,-105.009392,1,TRUE,2
8/11/22 20:58,43.811,51.72727273,2.6883,-450.5,-4.095454545,269,8/11/22 20:58,8/11/22 21:02,39.832901,-104.938911,0.58575483,TRUE,28
8/11/22 21:22,75.212,6.465517241,1.261810345,-6883.2,-118.6758621,196,8/11/22 21:22,8/11/22 21:25,39.832901,-104.938911,0.58575483,TRUE,28
8/11/22 21:58,19.64,38.22222222,2.274511111,-1048.2,-23.29333333,109,8/11/22 21:58,8/11/22 22:00,39.832901,-104.938911,0.58575483,TRUE,28
8/12/22 0:13,25.985,42.75280899,2.434988764,-2647,-29.74157303,206,8/12/22 0:13,8/12/22 0:16,41.10947,-101.369209,0,FALSE,2
8/12/22 0:41,21.856,51.14457831,2.719228916,-115.1,-1.386746988,186,8/12/22 0:41,8/12/22 0:44,41.079926,-100.60775,0,FALSE,7
8/12/22 1:07,100.473,14.32432432,1.667567568,-9976.6,-269.6378378,180,8/12/22 1:07,8/12/22 1:10,40.826069,-99.939957,0,FALSE,18
8/12/22 3:57,115.346,41.1875,2.3129875,-9289.2,-116.115,281,8/12/22 3:57,8/12/22 4:02,40.822136,-97.126442,0,FALSE,15
8/12/22 16:25,1.557,72.71276596,3.280234043,8414.8,89.51914894,186,8/12/22 16:25,8/12/22 16:28,41.260689,-95.804062,0.997291441,FALSE,1
8/12/22 19:12,103.075,38.5106383,2.341340426,-9751.4,-207.4765957,196,8/12/22 19:12,8/12/22 19:15,41.14925,-95.83847,0,FALSE,40
8/12/22 19:34,93.122,19.44444444,1.764541667,-9550.6,-132.6472222,238,8/12/22 19:34,8/12/22 19:38,41.43972,-95.613945,0,FALSE,13
8/12/22 20:04,91.939,26.3592233,1.957708738,-8727.9,-84.7368932,298,8/12/22 20:04,8/12/22 20:09,41.497131,-94.905533,0,FALSE,11
8/12/22 20:40,59.914,34.44444444,2.133375,-6145.9,-85.35972222,205,8/12/22 20:40,8/12/22 20:44,41.536716,-94.031174,0,FALSE,10
8/12/22 21:59,100.152,21.22641509,1.642471698,-9942.1,-187.5867925,206,8/12/22 21:59,8/12/22 22:02,41.682869,-93.017532,0,FALSE,8
8/13/22 0:02,87.36,37.47663551,2.247850467,-8615.5,-80.51869159,307,8/13/22 0:02,8/13/22 0:07,41.60363,-90.69973,0,FALSE,13
8/13/22 0:32,123.53,13.69565217,1.559768116,-12236.3,-177.3376812,264,8/13/22 0:32,8/13/22 0:36,41.688789,-90.105888,0,FALSE,9
8/13/22 1:18,30.435,45.47619048,2.470595238,-2158,-25.69047619,199,8/13/22 1:18,8/13/22 1:21,41.899265,-88.946136,0,FALSE,13
8/13/22 1:41,2.311,73.25,3.25087,9344.6,93.446,200,8/13/22 1:41,8/13/22 1:45,41.794903,-88.37188,1,FALSE,11
8/13/22 2:03,3.429,70.48543689,3.199640777,8208.6,79.69514563,206,8/13/22 2:03,8/13/22 2:07,41.871021,-87.863861,0.998079877,TRUE,15
8/13/22 14:33,0.654,72.66304348,3.346956522,8224.8,89.4,181,8/13/22 14:33,8/13/22 14:36,41.670097,-87.520828,0.837794725,TRUE,38
8/13/22 14:48,0.353,73.35164835,3.299120879,8424.9,92.58131868,180,8/13/22 14:48,8/13/22 14:51,41.670097,-87.520828,0.837794725,TRUE,38
8/13/22 17:49,1.205,7.5,2.4785,-8.88E-15,-4.44E-15,3,8/13/22 17:49,8/13/22 17:49,41.670097,-87.520828,0.837794725,TRUE,38
8/13/22 18:02,10.119,61.9047619,2.999202381,2558.3,30.45595238,177,8/13/22 18:02,8/13/22 18:04,41.670097,-87.520828,0.837794725,TRUE,38
8/13/22 18:13,27.919,62.9375,2.953225,2523.6,31.545,187,8/13/22 18:13,8/13/22 18:16,41.670097,-87.520828,0.837794725,TRUE,38
8/13/22 19:00,43.567,34.80519481,2.241285714,-4341.2,-56.37922078,199,8/13/22 19:00,8/13/22 19:04,41.021717,-87.271057,0,FALSE,2
8/13/22 21:51,1.156,73.35051546,3.250659794,9074.8,93.55463918,192,8/13/22 21:51,8/13/22 21:54,40.158958,-86.542053,1,FALSE,9
8/13/22 22:08,6.344,67.81914894,3.147159574,6331,67.35106383,193,8/13/22 22:08,8/13/22 22:11,39.916203,-86.327003,0.998631548,FALSE,9
8/14/22 17:29,138.93,5,0.677666667,-11632.4,-1292.488889,159,8/14/22 17:29,8/14/22 17:31,40.858284,-82.255791,0,FALSE,4
8/14/22 17:42,5.187,56.42857143,2.914047619,1196.8,28.4952381,96,8/14/22 17:42,8/14/22 17:44,40.998951,-81.973724,0.721481481,FALSE,5
8/14/22 17:53,5.799,66.04166667,3.104055556,3585.6,49.8,149,8/14/22 17:53,8/14/22 17:56,41.151966,-81.787598,0.973345102,FALSE,12
8/14/22 19:45,1.213,73.38709677,3.275548387,8719.9,93.76236559,184,8/14/22 19:45,8/14/22 19:48,41.500408,-81.674026,0,FALSE,0
8/15/22 3:34,36.599,37.6119403,2.335686567,-3563.7,-53.18955224,170,8/15/22 3:34,8/15/22 3:37,42.923397,-78.844757,0,FALSE,1
8/15/22 3:53,3.227,47.5,2.672479167,1737.7,18.10104167,192,8/15/22 3:53,8/15/22 3:57,42.958313,-78.578629,0,FALSE,2
8/15/22 4:13,14.246,71.97530864,3.232592593,5291,65.32098765,174,8/15/22 4:13,8/15/22 4:16,43.017056,-78.115463,1,FALSE,5
8/15/22 15:02,88.539,43.27272727,2.382563636,-7817.8,-142.1418182,198,8/15/22 15:02,8/15/22 15:05,43.19133,-77.611717,0.849613118,FALSE,23
8/15/22 15:13,119.709,46.44736842,2.506052632,-9028.6,-118.7973684,268,8/15/22 15:13,8/15/22 15:18,43.09964,-77.502647,0.963023135,FALSE,19
8/15/22 15:25,14.864,54.5212766,2.747776596,2199.2,23.39574468,202,8/15/22 15:25,8/15/22 15:28,42.993824,-77.34169,0,FALSE,5
8/15/22 15:39,62.461,48.52112676,2.55821831,-2070.4,-14.58028169,365,8/15/22 15:39,8/15/22 15:44,42.955566,-77.017838,0,FALSE,4
8/15/22 15:54,136.804,20.57971014,1.707,-13518.1,-195.9144928,287,8/15/22 15:54,8/15/22 15:59,43.020164,-76.679901,0.626311542,FALSE,6
8/15/22 16:15,18.385,49.8,2.59122,-433,-8.66,117,8/15/22 16:15,8/15/22 16:17,43.115646,-76.246017,0.584229898,FALSE,7
8/15/22 20:20,65.51,32.24137931,2.109051724,-6700.4,-115.5241379,182,8/15/22 20:20,8/15/22 20:23,42.348961,-73.413567,0,FALSE,2
8/15/22 21:01,32.039,50.05376344,2.679247312,-1781.7,-19.15806452,217,8/15/22 21:01,8/15/22 21:05,42.255333,-73.121101,0,FALSE,5
8/15/22 21:14,88.222,20.27777778,1.822351852,-6811.2,-126.1333333,219,8/15/22 21:14,8/15/22 21:17,42.16375,-72.849442,0,FALSE,4
8/15/22 22:41,21.902,57.74725275,2.835373626,1610.2,17.69450549,204,8/15/22 22:41,8/15/22 22:45,42.347382,-71.231964,0.84554487,FALSE,16